城市,区域,道路号,小区
深圳,宝安区,(宝安区福永)大洋路146,凤城花园二期
深圳,宝安区,(宝安区西乡)宝安大道4004,西发花园
深圳,宝安区,(宝安区新安)裕安二路125-1号,裕安居3区
深圳,宝安区,(宝安区翻身)翻身路62号,安乐新苑
深圳,宝安区,(宝安区新安)龙井二路89号,龙井社区四区
深圳,宝安区,(宝安区福永)福一路,听涛雅苑二期
深圳,宝安区,(宝安区西乡)前进2路92号,君成雍和园
深圳,宝安区,(宝安区沙井)企安路12号,城市丽都花园
深圳,宝安区,(宝安区沙井)沙井国税对面,西岸银座
深圳,宝安区,(宝安区新安)宝安26区前进路与创业路交汇处,金丰豪庭
深圳,宝安区,(宝安区西乡)宝民二路182号,东方雅苑
深圳,宝安区,(宝安区新安)留仙二路与创业二路交汇处,荣信客公寓
深圳,宝安区,(宝安区石岩)青年路20号,松石苑
深圳,宝安区,(宝安区西乡)恒南路4号,鼎尚时代
深圳,宝安区,(宝安区沙井)新沙路万科翡丽郡四期,万科翡丽郡四期
深圳,宝安区,(宝安区西乡)金海路3号,盐田股份综合楼
深圳,宝安区,(宝安区石岩)如意路187号,如意豪庭
深圳,宝安区,(宝安区新安)创业二路101号,惠中家属楼
深圳,宝安区,(宝安区翻身)兴华一路106号,海滨中学教师宿舍楼
深圳,宝安区,(宝安区新安)裕安二路,裕安居1区
深圳,宝安区,(宝安区福永)怀德南路怀德峰景,怀德峰景
深圳,宝安区,(宝安区新安)公园路与创业路，灵芝公园北侧,中洲中央公园临街商铺
深圳,宝安区,"(宝安区石岩)石岩镇石岩大道东侧, 石岩大道42号",阳台山庄
深圳,宝安区,(宝安区西乡)航城大道175号,南航明珠花园
深圳,宝安区,"(宝安区新安)龙江一巷8号, 龙江二巷7号",龙江一巷8号畜牧局宿舍楼
深圳,宝安区,(宝安区曦城)洲石路鹤州豪庭1007号,鹤洲豪庭
深圳,宝安区,(宝安区新安)上川路北侧,盐业公司宿舍楼
深圳,宝安区,(宝安区西乡)凤凰岗路55号,凤凰阁
深圳,宝安区,(宝安区翻身)翻身路136号,常福楼
深圳,宝安区,(宝安区碧海)兴业路2005号,广兴源互联网创意园
深圳,宝安区,(宝安区福永)福永大道78-5号,广福大厦
深圳,宝安区,(宝安区福永)芳华二路永恒楼,永恒楼
深圳,宝安区,(宝安区沙井)沙井街道上星社区新二路148号,泰富华庭
深圳,宝安区,(宝安区沙井)大钟岗路二横巷14,财富公馆
深圳,宝安区,(宝安区西乡)航城大道,光电研发大厦
深圳,宝安区,(宝安区新安)建安一路659号,34区黄金台宿舍
深圳,宝安区,(宝安区桃源居)宝田二路6号,雍华源
深圳,宝安区,(宝安区新安)上川二路与公园路交汇处上合村,上合花园一期
深圳,宝安区,(宝安区翻身)翻身路251号,50区开屏中心
深圳,宝安区,(宝安区曦城)广盛路招商华侨城曦城商业中心,招商华侨城曦城商业中心
深圳,宝安区,(宝安区新安)留仙二路56号,中粮商务公园
深圳,宝安区,(宝安区新安)兴华二路103号,路桥公司家属楼
深圳,宝安区,(宝安区西乡)流塘路26号,国雄楼
深圳,宝安区,(宝安区新安)宝民一路和新圳西路路口西北角,华夏楼
深圳,宝安区,(宝安区翻身)宝安37区翻身路与新安一路交汇点,常富楼
深圳,宝安区,(宝安区新安)兴华路87号,文化局宿舍
深圳,宝安区,(宝安区新安)创业二路,21区工行综合楼
深圳,宝安区,(宝安区西乡)宝民二路210号,金碧花园
深圳,宝安区,(宝安区沙井)大钟岗路50,长丰华庭
深圳,宝安区,(宝安区沙井)沙井大街5号,东乐花园
深圳,宝安区,(宝安区沙井)新和大道114,神通大厦
深圳,宝安区,(宝安区沙井)向兴路,同富雅苑
深圳,宝安区,(宝安区松岗)东方大道,鸿盛花园
深圳,宝安区,(宝安区西乡)宝安区西乡片区黄田村107国道俊景园北侧,满京华云晓公馆
深圳,宝安区,(宝安区桃源居)宝田三路宝田居一栋,宝田居一栋
深圳,宝安区,(宝安区松岗)车站三街,山美新村大厦
深圳,宝安区,(宝安区沙井)洋下大道3号,新富豪庭二期
深圳,宝安区,(宝安区松岗)红星蚝涌路红星国际新城,红星国际新城
深圳,宝安区,(宝安区观澜)石环路3号,祝?田人才公寓
深圳,宝安区,(宝安区福永)政丰北路90号,帝景豪庭
深圳,宝安区,(宝安区石岩)塘头大道11号,盛世华庭
深圳,宝安区,(宝安区福永)宝安大道永福苑,永福苑
深圳,宝安区,(宝安区福永)机场道1004号,机场企岗山花园
深圳,宝安区,(宝安区曦城)8号路与龙辉路交叉口,招商华侨城曦城山顶道
深圳,宝安区,(宝安区石岩)石岩大道85号,佳华豪苑
深圳,宝安区,(宝安区松岗)宝安宝安大道与河滨北路交汇处,松河瑞园一期
深圳,宝安区,(宝安区松岗)朝阳东路45号,松兴大厦
深圳,宝安区,(宝安区宝安中心)行政地址* 宝安区宝华路与海天路交汇处东南角(宝安区政府附近),前海卓越时代广场
深圳,宝安区,(宝安区宝安中心)海秀路23号,龙光世纪大厦
深圳,宝安区,(宝安区西乡)锦花路国通大厦,国通大厦
深圳,宝安区,(宝安区福永)京深线空港绿苑,空港绿苑
深圳,宝安区,(宝安区沙井)环镇路万科翡御郡府,万科翡御郡府
深圳,宝安区,(宝安区沙井)中心路沙井商会旁,金汇雅苑
深圳,宝安区,(宝安区石岩)宝安区,御康华庭
深圳,宝安区,(宝安区石岩)龙大高速水朗出口旁,汇邦名都花园
深圳,宝安区,(宝安区桃源居)五和大道4004号,金色家园
深圳,宝安区,(宝安区西乡)宝安大道铁仔山公园南门山海上城,山海上城Ⅱ?天赋
深圳,宝安区,(宝安区西乡)海城路58号,麻布新村
深圳,宝安区,(宝安区桃源居)广深路西乡段538,桃源大厦
深圳,宝安区,(宝安区沙井)宝安大道麒麟名都,麒麟名都
深圳,宝安区,(宝安区新安)怡园路1045号,21区灵芝综合楼
深圳,宝安区,(宝安区松岗)松瑞路满京华云著三期,满京华云著三期
深圳,宝安区,(宝安区福永)重庆路会展湾水岸,会展湾水岸
深圳,宝安区,(宝安区西乡)宝安大道德弘基?碧桂园?前海荟,德弘基?碧桂园?前海荟
深圳,宝安区,(宝安区沙井)中心路鹏展汇,鹏展汇
深圳,宝安区,(宝安区西乡)广深公路,满京华SOHO?峦
深圳,宝安区,(宝安区新安)建安一路住宅楼,住宅楼
深圳,宝安区,(宝安区福永)德丰路有福楼,有福楼
深圳,宝安区,(宝安区福永)龙翔北路20号,福源宇昊苑
深圳,宝安区,(宝安区新安)深圳宝安新安二路与公园路交汇处,中粮天悦广场
深圳,宝安区,(宝安区新安)建安一路252号,航空楼
深圳,宝安区,(宝安区新安)前进一路与同和路交汇处北侧，沃尔玛旁,联建君钰府
深圳,宝安区,(宝安区福永)立新路10-1号,永利大厦
深圳,宝安区,(宝安区西乡)宝安西乡大道与宝民二路交汇处,恒荣立方中心
深圳,宝安区,(宝安区西乡)宝民二路63号,新雄公司综合楼
深圳,宝安区,(宝安区西乡)西乡前进二路与宝田一路交汇处,富宏凤凰天誉
深圳,宝安区,(宝安区松岗)艺辰四路满京华云著二期,满京华云著二期
深圳,宝安区,(宝安区松岗)宝安区松岗街道东方村松涛花园商住楼A1栋502,松涛花园二期
深圳,宝安区,(宝安区西乡)深圳市宝安区三围中路与航空路交叉口东南30米,恩海高科大厦
深圳,宝安区,(宝安区福永)福田CBD中心区地铁口,财富大厦
深圳,宝安区,(宝安区福永)有利路华强城,华强城市花园一期
深圳,宝安区,(宝安区新安)宝安区新安街道办创业路南侧（23区）泰丰宿舍楼,泰丰宿舍楼
深圳,宝安区,(宝安区福永)宝安区福永街道德芳路,福怡商住中心
深圳,宝安区,(宝安区松岗)福祥路汇智百盛,汇智百盛
深圳,宝安区,(宝安区新安)宝安区,中医院综合楼
深圳,宝安区,(宝安区西乡)南博二路满京华云朗公馆,满京华云朗公馆
深圳,宝安区,(宝安区沙井)沙井路与沙中路交汇处,星河荣御
深圳,宝安区,(宝安区西乡)广深路西乡段662号,锦绣花园
深圳,宝安区,(宝安区曦城)西乡街道洲石路与鹤州四路交汇处西北侧,润科华府
深圳,宝安区,(宝安区碧海)银田路20号,城市峰尚
深圳,宝安区,(宝安区翻身)宝安区新安街道，翻身大道与新安一路交汇处,前海银鸿
深圳,宝安区,(宝安区新安)宝安区新安街道,中粮创芯公园
深圳,宝安区,(宝安区碧海)碧海片区兴业路与共乐路交汇处西南侧,华丰前海湾二期
深圳,宝安区,(宝安区翻身)宝城宝乐一街7号,金鼎花园
深圳,宝安区,(宝安区新安)塘兴路44号,新安中学住宅楼
深圳,宝安区,(宝安区新安)宝安区21区兴华二路消防大队旁边,21区灵芝新村
深圳,宝安区,(宝安区新安)宝民一路与上川路交汇处（107国道出南头关两公里，107国道旁）,福城?前海新纪元
深圳,宝安区,(宝安区西乡)宝 安区西乡大道782号,万骏汇商务公寓
深圳,宝安区,(宝安区松岗)金开路3号,宝利豪庭
深圳,宝安区,(宝安区西乡)西乡共和工业路,碧桂园凤凰国际智谷
深圳,宝安区,(宝安区西乡)新湾路110号,海乐花园
深圳,宝安区,(宝安区福永)宝安区福永街道107国道东侧，同和幼儿园东,碧桂园领寓
深圳,宝安区,(宝安区翻身)新安一路3005号,中怡名苑
深圳,宝安区,(宝安区宝安中心)罗田路2号,达海花园
深圳,宝安区,(宝安区福永)龙腾街19北门,福永龙腾阁
深圳,宝安区,(宝安区西乡)宝安宝安固戍一路与隆兴路交汇处,宝创红禧公馆
深圳,宝安区,(宝安区沙井)宝安沙井南环路与中心路交汇处,博林君瑞
深圳,龙岗区,(龙岗区龙岗中心城)盛龙路2号,万象天成
深圳,龙岗区,(龙岗区布吉关)深惠公路114号,龙珠花园B区
深圳,龙岗区,(龙岗区布吉大芬)龙岗大道2582号,中兆花园
深圳,龙岗区,(龙岗区龙岗双龙)丰田路23号,佳兆业水岸新都
深圳,龙岗区,(龙岗区龙岗中心城)连心路33号,万科千林山居一期（万科清林径）
深圳,龙岗区,(龙岗区布吉关)龙岗大道1051号,国展苑
深圳,龙岗区,(龙岗区丹竹头)龙岗大道（布吉段）3001号,中城康桥花园一期
深圳,龙岗区,(龙岗区丹竹头)金坑北路4号,英郡年华
深圳,龙岗区,(龙岗区龙岗中心城)龙岗大道4001号,东方明珠城
深圳,龙岗区,(龙岗区布吉大芬)龙岗大道2578号,桂芳园四期
深圳,龙岗区,(龙岗区龙岗双龙)建新路8号,怡龙枫景园
深圳,龙岗区,(龙岗区大运新城)清辉路149号,中海康城国际一期
深圳,龙岗区,(龙岗区布吉关)湖南路16号,百合星城一期
深圳,龙岗区,(龙岗区大运新城)龙岗大道横岗段7559号,THETOWN乐城
深圳,龙岗区,(龙岗区龙岗宝荷)宝河大道83号,振业峦山谷
深圳,龙岗区,(龙岗区龙岗双龙)雄丰路2号,锦城星苑
深圳,龙岗区,(龙岗区布吉街)下水径路12号,阳光花园
深圳,龙岗区,(龙岗区布吉关)荣华路295号,荣超花园
深圳,龙岗区,(龙岗区布吉水径)信和大道12-1号,丽湖花园二期
深圳,龙岗区,(龙岗区坂田)坂雪岗大道1003号,珠江旭景佳园
深圳,龙岗区,(龙岗区布吉街)吉华路69号,布吉中心广场
深圳,龙岗区,(龙岗区布吉大芬)龙岗大道2251号,康达尔花园四期
深圳,龙岗区,(龙岗区龙岗双龙)碧新路（龙岗段）2066号,叠翠新峰花园
深圳,龙岗区,(龙岗区丹竹头)布澜路2号,怡乐花园
深圳,龙岗区,(龙岗区布吉水径)布龙路26号,中海怡翠山庄一期
深圳,龙岗区,(龙岗区龙岗中心城)龙城建设路67号,龙岗天健郡城
深圳,龙岗区,(龙岗区龙岗双龙)龙平东路203号,东方瑞景苑
深圳,龙岗区,(龙岗区布吉街)西环路180号,德兴花园
深圳,龙岗区,(龙岗区大运新城)龙飞大道和红棉路交汇处,颐安都会中央二期
深圳,龙岗区,(龙岗区丹竹头)南湾街道康桥紫郡,康桥紫郡
深圳,龙岗区,(龙岗区横岗)龙岗大道5194号,信义御城豪园
深圳,龙岗区,(龙岗区龙岗中心城)怡丰路2号,远洋新干线一期
深圳,龙岗区,(龙岗区龙岗中心城)愉龙路227号,招商依山郡
深圳,龙岗区,(龙岗区坂田)龙岗区坂田街道,佳兆业中央广场三期
深圳,龙岗区,(龙岗区布吉大芬)中翠路100号,桂芳园五期
深圳,龙岗区,(龙岗区布吉石芽岭) 石芽岭体育公园东北侧,鸿荣源尚峰
深圳,龙岗区,(龙岗区布吉街)西环路136号,德福花园
深圳,龙岗区,(龙岗区布吉大芬)中翠路88号,桂芳园六期
深圳,龙岗区,(龙岗区布吉大芬)龙岗大道2161号,信和爱琴居
深圳,龙岗区,"(龙岗区布吉大芬)龙岗大道（布吉段）2141号, 龙岗大道布吉段2441号, 深惠公路312号",茂业城
深圳,龙岗区,(龙岗区布吉关)湖西路16号,佳兆业可园七期
深圳,龙岗区,(龙岗区横岗)恒心路9号,信义锦绣花园
深圳,龙岗区,(龙岗区布吉关)龙珠二路22-7号,翡翠星光园
深圳,龙岗区,(龙岗区大运新城)长江埔路76号,森雅谷润筑园
深圳,龙岗区,(龙岗区布吉大芬)龙岗大道（布吉段）2578号,桂芳园三期
深圳,龙岗区,(龙岗区布吉街)华龙路6号,翠枫豪园
深圳,龙岗区,(龙岗区坂田)五和大道85号,万科四季花城五期
深圳,龙岗区,(龙岗区龙岗中心城)西埔东街1号,风临国际东座
深圳,龙岗区,(龙岗区布吉水径)布龙路26号,中海怡翠山庄三期
深圳,龙岗区,(龙岗区坂田)吉华路698号,信义嘉御山
深圳,龙岗区,(龙岗区横岗)龙 岗大道地铁六约站东南侧,锦荟PARK
深圳,龙岗区,(龙岗区布吉水径)布龙路155号,万科麓城一期
深圳,龙岗区,(龙岗区龙岗中心城)长兴北路3号,中央悦城
深圳,龙岗区,(龙岗区丹竹头)布澜路1号,左庭右院
深圳,龙岗区,(龙岗区龙岗中心城)龙福路362号,城市花园
深圳,龙岗区,(龙岗区布吉南岭)龙山商业街1号,大世纪水山缘
深圳,龙岗区,(龙岗区横岗)民康路23号,中海怡美山庄
深圳,龙岗区,(龙岗区丹竹头)红棉路102号,中城康桥花园二期
深圳,龙岗区,(龙岗区龙岗中心城)岗背路12号,保利上城
深圳,龙岗区,(龙岗区龙岗中心城)龙岗中心城龙岗大道与龙城大道交汇处,金地龙城中央一期
深圳,龙岗区,(龙岗区布吉街)吉华路236号,德兴城花园
深圳,龙岗区,(龙岗区布吉关)龙岗大道布吉段2102号,佳兆业大都汇
深圳,龙岗区,(龙岗区横岗)四联路50号,志健时代广场
深圳,龙岗区,(龙岗区布吉水径)布龙路26号,中海怡翠山庄四期
深圳,龙岗区,(龙岗区布吉街)长龙路128号,花语岸
深圳,龙岗区,(龙岗区横岗)龙岗大道（横岗段）7038号,水晶之城
深圳,龙岗区,(龙岗区龙岗中心城)紫薇路76号,紫薇花园
深圳,龙岗区,(龙岗区布吉街)政清路6,布吉中心花园
深圳,龙岗区,(龙岗区布吉关)湖西路7号,佳兆业可园五期
深圳,龙岗区,(龙岗区龙岗中心城)龙岗区龙城街道回龙埔社区,麓园
深圳,龙岗区,(龙岗区龙岗中心城)龙岗大道（龙岗段）2183号,吉祥来花园
深圳,龙岗区,(龙岗区布吉街)龙岭东路188号,龙岭山庄
深圳,龙岗区,(龙岗区龙岗中心城)龙河路209号,雅豪祥苑
深圳,龙岗区,(龙岗区横岗)埔厦路8号,麟恒中心广场一期
深圳,龙岗区,(龙岗区布吉关)龙岗大道1036号,东方盛世花园
深圳,龙岗区,(龙岗区布吉大芬)中怡路22号,中翠花园
深圳,龙岗区,(龙岗区布吉关)罗岗百鸽路1号,信义假日名城六期溢芳园
深圳,龙岗区,(龙岗区布吉大芬)龙岗大道2229号,怡康家园
深圳,龙岗区,(龙岗区龙岗中心城)五联友谊路28号,承翰陶源
深圳,龙岗区,(龙岗区丹竹头)沙平北路451号,阳基新天地
深圳,龙岗区,(龙岗区布吉南岭)布沙路,万科公园里三期
深圳,龙岗区,(龙岗区龙岗双龙)银威路23号,满京华喜悦里
深圳,龙岗区,(龙岗区布吉街)振兴大道15号,吉信大厦
深圳,龙岗区,(龙岗区布吉大芬)布龙路2号,东方半岛花园A区
深圳,龙岗区,(龙岗区布吉石芽岭)布龙路4号,半岛苑
深圳,龙岗区,(龙岗区布吉关)湖西路2号,佳兆业可园二期
深圳,龙岗区,(龙岗区布吉石芽岭)科技园路8号,慢城三期
深圳,龙岗区,(龙岗区坂田)坂雪岗大道4002号,万科城一期
深圳,龙岗区,(龙岗区龙岗中心城)吉祥路663号,华业玫瑰郡
深圳,龙岗区,(龙岗区龙岗中心城)余岭中路28号,龙城华府
深圳,龙岗区,(龙岗区布吉关)锦龙路89号,万科红一期
深圳,龙岗区,(龙岗区布吉关)湖西路12号,佳兆业可园六期
深圳,龙岗区,(龙岗区龙岗双龙)碧新路(龙岗段)2059号,鹏达花园
深圳,龙岗区,(龙岗区龙岗宝荷)锦龙二路9-83号,金众蓝钻风景
深圳,龙岗区,(龙岗区龙岗中心城)愉龙路158号,万科金色沁园
深圳,龙岗区,(龙岗区龙岗宝荷)宝沙一路1号,振业天峦
深圳,龙岗区,(龙岗区龙岗中心城)龙岗大道与如意路交汇处东北侧,名居广场
深圳,龙岗区,(龙岗区布吉南岭)龙岗大道1号,佳兆业新都汇
深圳,龙岗区,(龙岗区龙岗中心城)深圳市龙岗区G205,万科天誉二期
深圳,龙岗区,(龙岗区坂田)梅坂大道与雅宝路交汇处,星河银湖谷
深圳,龙岗区,(龙岗区坂田)坂雪岗大道1166号,佳兆业中央广场一期
深圳,龙岗区,(龙岗区龙岗中心城)晨光路99号,缤纷世纪
深圳,龙岗区,(龙岗区布吉街)八约一街6号,又一村花园
深圳,龙岗区,(龙岗区大运新城)红棉路6号,颐安都会中央一期
深圳,龙岗区,(龙岗区布吉大芬)深惠路2251号,康达尔花园二期
深圳,龙岗区,(龙岗区横岗)梧桐路8号,中海大山地北区
深圳,龙岗区,(龙岗区龙岗中心城)龙平东路532号,新龙岗花园
深圳,龙岗区,(龙岗区龙岗双龙)碧新路2106号,深圳海航城
深圳,龙岗区,(龙岗区坂田)坂雪岗大道4002号,万科城三期
深圳,龙岗区,(龙岗区布吉关)布沙路9号,佳兆业可园四期
深圳,龙岗区,(龙岗区龙岗中心城)清林东路68号,碧湖花园
深圳,龙岗区,(龙岗区布吉关)白鸽路317号,信义假日名城博雅园
深圳,龙岗区,(龙岗区布吉水径)布龙路与吉华路交汇处(上水径地铁口),万科麓城三期
深圳,龙岗区,(龙岗区坂田)五和大道118号,和成世纪名园
深圳,龙岗区,(龙岗区布吉街)金龙路31号,宝龙花园
深圳,龙岗区,(龙岗区坂田)雅园路9号,万科第五园三期
深圳,龙岗区,(龙岗区布吉关)锦龙路万科红二期,万科红二期
深圳,龙岗区,(龙岗区布吉关)荣华路295号,百合山庄
深圳,龙岗区,"(龙岗区龙岗双龙)深惠路860号, 龙岗大道6002号",鹏达摩尔城
深圳,龙岗区,(龙岗区龙岗中心城)龙潭路87号,碧湖玫瑰园
深圳,龙岗区,(龙岗区横岗)龙岗大道2035号,振业城
深圳,龙岗区,(龙岗区坂田)永香路中铁诺德中央道,诺德中央道
深圳,龙岗区,(龙岗区龙岗双龙)龙园路215号,九州家园
深圳,龙岗区,(龙岗区龙岗宝荷)宝荷路仁恒峦山美地,仁恒峦山美地
深圳,龙岗区,(龙岗区龙岗中心城)龙翔大道7118号,新鸿花园
深圳,龙岗区,"(龙岗区布吉街)宝丽路99号, 宝丽路51号",粤宝花园
深圳,龙岗区,(龙岗区布吉石芽岭)南湾街道布澜路和科技园路交汇处南侧,宇宏健康花城
深圳,龙岗区,(龙岗区大运新城)清辉路88号,中海康城花园二期
深圳,龙岗区,(龙岗区布吉街)宝丽路55号,泽润华庭
深圳,龙岗区,(龙岗区龙岗中心城)长兴北路12号,深业紫麟山花园
深圳,龙岗区,(龙岗区布吉街)东岭121号,丽廷豪苑
深圳,龙岗区,(龙岗区龙岗双龙)碧新路（龙岗段）2274号,劲嘉龙园印象
深圳,龙岗区,(龙岗区坪地)深汕公路与深汕高速交汇处（双龙站B出口转同乐方向）,中骏四季阳光二期
深圳,龙岗区,(龙岗区布吉水径)丽湖大道307号,丽湖花园三期
深圳,龙岗区,(龙岗区龙岗中心城)吉祥路663号,全盛紫悦龙庭
深圳,龙岗区,(龙岗区布吉关)锦龙路89号,万科红三期
深圳,龙岗区,(龙岗区布吉大芬)深惠路2251号,康达尔花园三期
深圳,龙岗区,(龙岗区布吉水径)信和大道12号,丽湖花园一期
深圳,龙岗区,(龙岗区布吉关)罗岗路58号,信义荔山公馆
深圳,龙岗区,(龙岗区龙岗中心城)龙城大道128,佳馨园
深圳,龙岗区,(龙岗区布吉关)龙岗大道2124号,龙威花园二期
深圳,龙岗区,(龙岗区横岗)横一路恒地悦山湖花园,恒地悦山湖花园
深圳,龙岗区,(龙岗区坂田)地铁环中线五和站C出口（坂田五和大道和吉华路交汇处）,信义嘉御山5期
深圳,龙岗区,(龙岗区大运新城)爱南路666号,星河时代
深圳,龙岗区,(龙岗区龙岗双龙)丰田路73号,深房传麒尚林
深圳,龙岗区,(龙岗区龙岗中心城)龙城大街16号,城南雅筑
深圳,龙岗区,(龙岗区龙岗中心城)盛龙路3号,盛龙花园
深圳,龙岗区,(龙岗区龙岗中心城)长兴南路83,尚景华园
深圳,龙岗区,(龙岗区坂田)五和大道85号,万科四季花城六期
深圳,龙岗区,"(龙岗区龙岗中心城)宏福路60号, 欧景城华庭北区, 欧景城华庭南区",欧景城花园
深圳,龙岗区,(龙岗区布吉街)宝丽路98号,宝丽苑
深圳,龙岗区,(龙岗区布吉石芽岭)景芬路1号,中海怡瑞山居
深圳,龙岗区,(龙岗区龙岗中心城)吉福路33号,愉园新村
深圳,龙岗区,(龙岗区龙岗中心城)友谊路35号,百合盛世二期
深圳,龙岗区,(龙岗区布吉街)政清路28号,灏景明苑
深圳,龙岗区,(龙岗区坂田)五和大道85号,万科四季花城二期
深圳,龙岗区,(龙岗区布吉水径)地铁环中线下水径A出口,尚水天成
深圳,龙岗区,(龙岗区坂田)坂富路1号,十二橡树庄园一期
深圳,龙岗区,(龙岗区布吉南岭)湖东路101号,南岭花园
深圳,龙岗区,(龙岗区布吉大芬)龙岗大道（布吉段）2251号,康达尔花园五期蝴蝶堡
深圳,龙岗区,(龙岗区布吉南岭)龙山商业街109号,阳光翠园
深圳,龙岗区,(龙岗区龙岗中心城)西埔东街1号,风临域
深圳,龙岗区,(龙岗区坂田)坂田街道三号路佳兆业上品雅园,佳兆业上品雅园
深圳,龙岗区,(龙岗区布吉水径)松源路1号,茵悦之生花园二期
深圳,龙岗区,(龙岗区布吉关)金稻田路1228号,理想家园
深圳,龙岗区,(龙岗区布吉关)荣华路199号,中加名园
深圳,龙岗区,(龙岗区横岗)四联路115号,隆盛花园
深圳,龙岗区,(龙岗区布吉关)百鸽路234号,信义假日名城三期菁华园
深圳,龙岗区,(龙岗区坂田)五和大道85号,万科四季花城一期
深圳,龙岗区,(龙岗区龙岗双龙)鸿基路17号,风临四季
深圳,龙岗区,(龙岗区龙岗中心城)友谊路35号,百合盛世
深圳,龙岗区,(龙岗区坂田)雅园路9号,万科里城
深圳,龙岗区,(龙岗区布吉街)中兴路42号,金运家园
深圳,龙岗区,(龙岗区布吉南岭)樟富北路8号,万科公园里二期
深圳,龙岗区,(龙岗区布吉大芬)中怡路23号,星都豪庭
深圳,龙岗区,(龙岗区龙岗中心城)龙岗区龙岗街道南联社区龙岗大道与龙城南路交汇处西南侧,金地龙城中央二期
深圳,龙岗区,(龙岗区龙岗中心城)龙平西路28-2号,万科翰邻城
深圳,龙岗区,(龙岗区龙岗中心城)龙翔大道与怡翠路交汇处（公园大地正对面）,东都中央王座
深圳,龙岗区,(龙岗区布吉水径)布龙路26号,中海怡翠山庄二期
深圳,龙岗区,(龙岗区坂田)五和大道85号,万科四季花城四期
深圳,龙岗区,(龙岗区龙岗中心城)愉龙路153号,君悦龙庭
深圳,龙岗区,(龙岗区布吉大芬)深惠路375号,和谐家园
深圳,龙岗区,(龙岗区龙岗中心城)龙城建设路49号,龙岗天健花园
深圳,龙岗区,(龙岗区布吉街)中兴路40号,大世纪花园
深圳,龙岗区,(龙岗区大运新城)长江埔路74号,横岗花半里雅筑
深圳,龙岗区,(龙岗区坂田)坂雪岗大道与环城南路交汇处,万科第五园九期
深圳,龙岗区,(龙岗区坂田)坂澜大道与雪岗南路交汇处（华为全球总部基地旁）,嘉霖华禧
深圳,龙岗区,(龙岗区布吉水径)松源路1号,茵悦之生花园三期
深圳,龙岗区,(龙岗区龙岗中心城)吉祥路229号,新亚洲花园
深圳,龙岗区,(龙岗区龙岗中心城)清林路36号,朝阳里
深圳,龙岗区,(龙岗区龙岗中心城)吉福路93号,禾田世居
深圳,龙岗区,(龙岗区龙岗中心城)龙城大道130,育龙庭
深圳,龙岗区,(龙岗区龙岗中心城)和谐路139,喜福汇
深圳,龙岗区,"(龙岗区龙岗中心城)龙平西路159号, 龙平西路159号西门",徽王府
深圳,龙岗区,"(龙岗区坂田)雅园路7号, 雅园路2号",中海月朗苑
深圳,龙岗区,(龙岗区坂田)坂田布龙路与坂雪岗大道交汇处,德润荣君府
深圳,龙岗区,(龙岗区龙岗中心城)宏福路37号,宏兴苑
深圳,龙岗区,(龙岗区布吉街)吉华路266号,海心汇福园
深圳,龙岗区,(龙岗区大运新城)如意路1号,奥林华府
深圳,龙岗区,(龙岗区坂田)龙岗坂田五和大道和吉华路交汇处,佳华领汇广场
深圳,龙岗区,(龙岗区大运新城)沙园路76号,阳光天健城
深圳,龙岗区,(龙岗区坂田)吉华路402号,中海日辉台
深圳,龙岗区,(龙岗区布吉石芽岭)景芬路2号,龙园意境
深圳,龙岗区,(龙岗区布吉石芽岭)科技园路8号,慢城一期
深圳,龙岗区,"(龙岗区龙岗双龙)鸿基路23号, 同福路51号",金汐府
深圳,龙岗区,(龙岗区布吉大芬)中翠路19号,桂芳园八期
深圳,龙岗区,(龙岗区布吉关)锦龙路89号,万科红四期
深圳,龙岗区,(龙岗区大运新城)黄阁路36号,绿景大公馆
深圳,龙岗区,(龙岗区龙岗中心城)龙河路37号,榭丽花园
深圳,龙岗区,(龙岗区横岗)龙岗大道(横岗段)5043号,名门世家
深圳,龙岗区,(龙岗区布吉大芬)深惠路375号,桂芳园二期
深圳,龙岗区,"(龙岗区布吉大芬)龙岗大道2251号, 龙岗大道2249号",汇福花园
深圳,龙岗区,(龙岗区布吉大芬)龙岗大道2361号,知春里
深圳,龙岗区,(龙岗区龙岗中心城)龙平东路381号,阳光广场
深圳,龙岗区,(龙岗区龙岗中心城)德政路95号,龙福一村
深圳,龙岗区,(龙岗区布吉大芬)龙岗大道2289号,鹏城悦里?名城汇
深圳,龙岗区,(龙岗区布吉南岭)南园路4号,文峰华庭
深圳,龙岗区,(龙岗区横岗)龙岗大道横岗地铁站C出口,荣德SPACE
深圳,龙岗区,(龙岗区坂田)五和大道85号,万科四季花城三期
深圳,龙岗区,(龙岗区龙岗宝荷)宝沙一路金地名峰,金地名峰
深圳,龙岗区,(龙岗区龙岗中心城)龙福路166,尚景花园
深圳,龙岗区,(龙岗区龙岗双龙)深汕路（龙岗段）103号,鸿景春天
深圳,龙岗区,(龙岗区坂田)雅园路9号,万科第五园八期
深圳,龙岗区,(龙岗区布吉关)湖西路2号,佳兆业可园三期
深圳,龙岗区,(龙岗区坂田)雅园路9号,万科第五园二期
深圳,龙岗区,(龙岗区龙岗中心城)龙城大道阅山公馆,阅山公馆
深圳,龙岗区,(龙岗区布吉水径)吉华路32号,茵悦之生花园一期
深圳,龙岗区,(龙岗区坂田)布龙路6号,万科金色半山
